amount,case_reference,ccd_case_number,service_type,payment_channel,payment_method,payment_link_id,reference,s2s_service_name,fee_amount
25,dafce1bb-fec4-4f3d-bcb0-f350443b8b12,1616459436827689,Civil Money Claims,online,card,299728,RC-1616-4594-3695-9177,cmc_claim_store,null
25,25f6d578-f2b3-4fd7-bcea-78adfff1510b,1616459437566401,Civil Money Claims,online,card,299730,RC-1616-4594-3765-3266,cmc_claim_store,null
25,a714549a-8f87-4932-8fcc-7a751ee31aa3,1616459439146541,Civil Money Claims,online,card,299732,RC-1616-4594-3920-2807,cmc_claim_store,null
25,62354dbc-22a2-4ca9-bb26-be078e682be1,1616459449227885,Civil Money Claims,online,card,299743,RC-1616-4594-4936-7483,cmc_claim_store,null
25,0ac78403-54f3-4793-be70-352bd067054b,1616459455376188,Civil Money Claims,online,card,299750,RC-1616-4594-5542-1273,cmc_claim_store,null
25,b037fd0e-30f4-42c8-b0dd-1baf200e785a,1616459491293009,Civil Money Claims,online,card,299789,RC-1616-4594-9130-8682,cmc_claim_store,null
25,5969311f-4f64-46a4-9fd4-4fda6db3d605,1616459505955429,Civil Money Claims,online,card,299806,RC-1616-4595-0605-4974,cmc_claim_store,null
25,49ffc3c5-6fb2-4d9d-a82c-e83cccab4acc,1616459467110823,Civil Money Claims,online,card,299764,RC-1616-4594-6724-8318,cmc_claim_store,null
25,778ad7b1-540e-4b3e-bffe-c4593c1f14a4,1616459469623054,Civil Money Claims,online,card,299766,RC-1616-4594-6972-3078,cmc_claim_store,null
25,9928db25-b71f-485e-8285-914ff43d32ac,1616459477792123,Civil Money Claims,online,card,299775,RC-1616-4594-7788-2437,cmc_claim_store,null
25,00de10ae-46fb-4545-bed2-ac8a6650bfc5,1616459444624201,Civil Money Claims,online,card,299736,RC-1616-4594-4486-8998,cmc_claim_store,null
25,287649e7-1f00-4ec9-a791-2ef160b49d64,1616459446647549,Civil Money Claims,online,card,299740,RC-1616-4594-4678-9762,cmc_claim_store,null
25,b95689a3-5594-46a6-8e19-6c8a506d32b8,1616459447857055,Civil Money Claims,online,card,299742,RC-1616-4594-4799-7166,cmc_claim_store,null
25,30184c93-f7cd-4ad6-bdcf-8efa17badd0f,1616630951605169,Civil Money Claims,online,card,302568,RC-1616-6309-5180-7005,cmc_claim_store,null
25,f06ccade-b9f4-4407-8d3c-afad53e9c63c,1616630901549921,Civil Money Claims,online,card,302532,RC-1616-6309-0178-2019,cmc_claim_store,null
25,ae78d366-fc37-4192-a7fc-4eca5cae18bd,1616630904266333,Civil Money Claims,online,card,302534,RC-1616-6309-0434-7448,cmc_claim_store,null
25,e30bf6d3-b5d7-4f75-8fb9-be30999fca5d,1616459415705393,Civil Money Claims,online,card,299706,RC-1616-4594-1587-9578,cmc_claim_store,null
25,ec1199e2-fdbd-4e65-a9d4-efc502bba9ca,1616459425359363,Civil Money Claims,online,card,299716,RC-1616-4594-2541-4622,cmc_claim_store,null
25,b93cdd86-5fbf-4bc7-81e5-5366c986ee09,1616459436999363,Civil Money Claims,online,card,299729,RC-1616-4594-3703-2644,cmc_claim_store,null
25,49c7097e-8154-4326-a0db-5df23571e6ff,1616459439181019,Civil Money Claims,online,card,299733,RC-1616-4594-3920-4167,cmc_claim_store,null
25,2bd868e4-f217-44fc-9b1a-d77848563404,1616459440870790,Civil Money Claims,online,card,299734,RC-1616-4594-4095-1897,cmc_claim_store,null
25,b7224581-de48-43ff-adca-ace1c0833ae0,1616630965903972,Civil Money Claims,online,card,302580,RC-1616-6309-6614-9609,cmc_claim_store,null
25,eb0061f7-3843-43f4-9d19-200f448ce0f0,1616630912023288,Civil Money Claims,online,card,302541,RC-1616-6309-1235-4675,cmc_claim_store,null
25,240ae8a1-7746-4178-91cc-979e173f74d8,1616630973571837,Civil Money Claims,online,card,302584,RC-1616-6309-7361-4389,cmc_claim_store,null
25,f761b45a-0e0d-42f6-a661-31c41c22d267,1616631062137779,Civil Money Claims,online,card,302650,RC-1616-6310-6225-2248,cmc_claim_store,null
25,a1d98a0a-bccb-4bf3-a60a-a411e354fe81,1616630936245057,Civil Money Claims,online,card,302557,RC-1616-6309-3636-0518,cmc_claim_store,null
25,a32c6a04-f47b-4c35-99b9-cb0d60274319,1616630938400510,Civil Money Claims,online,card,302559,RC-1616-6309-3876-8270,cmc_claim_store,null
25,911b6aa7-dbbe-4f91-a710-c0504f66d4b8,1616631011137987,Civil Money Claims,online,card,302612,RC-1616-6310-1127-5449,cmc_claim_store,null
25,ffad8188-fa54-4be1-a3ac-701bc0cf2ffe,1616630974389643,Civil Money Claims,online,card,302586,RC-1616-6309-7483-3236,cmc_claim_store,null
25,d353a8b0-bed9-47e9-924b-acb205f15a9f,1616630988920730,Civil Money Claims,online,card,302596,RC-1616-6309-8907-7514,cmc_claim_store,null
25,df959a40-f298-4fcc-966b-27e000131a2a,1616631023858091,Civil Money Claims,online,card,302622,RC-1616-6310-2391-5156,cmc_claim_store,null
105,9d342532-5ed9-442e-9ae5-d81da5d65291,1623361118184903,Civil Money Claims,online,card,313518,RC-1623-3611-1865-5803,cmc_claim_store,null
25,a5cda679-9136-430e-a0b6-427fd9494227,1616459462143316,Civil Money Claims,online,card,299756,RC-1616-4594-6249-5377,cmc_claim_store,null
25,3d29f42f-f127-4d1c-b122-d4c7818f7f14,1616459429415997,Civil Money Claims,online,card,299720,RC-1616-4594-2953-6107,cmc_claim_store,null
25,a1a33cb2-ba6f-4ba0-8fac-1b018b74cbb8,1616459454389489,Civil Money Claims,online,card,299749,RC-1616-4594-5454-8464,cmc_claim_store,null
25,6eacb720-71d5-435b-a714-6abbaf965a8f,1616459465881433,Civil Money Claims,online,card,299761,RC-1616-4594-6609-1511,cmc_claim_store,null
25,a23c975b-f182-44df-af3a-98c0b6a5ae5a,1616459417871300,Civil Money Claims,online,card,299709,RC-1616-4594-1798-7650,cmc_claim_store,null
25,74cdeff3-302a-419c-a15b-eef06dcdc7b7,1616459419003647,Civil Money Claims,online,card,299711,RC-1616-4594-1916-6782,cmc_claim_store,null
25,d2b65eb9-cb9f-4ddf-8843-c1e2ac0c1fba,1616459466755792,Civil Money Claims,online,card,299762,RC-1616-4594-6686-9676,cmc_claim_store,null
25,9255a7ff-5384-4ef3-9f71-3dabf8b26293,1616459422708612,Civil Money Claims,online,card,299714,RC-1616-4594-2297-4305,cmc_claim_store,null
25,30099ab1-1a3f-41fa-bb4b-38d2df2e358a,1616459427032570,Civil Money Claims,online,card,299718,RC-1616-4594-2718-6194,cmc_claim_store,null
25,2a1f899b-ceea-4a44-b36f-8fb5e690e683,1616459514804527,Civil Money Claims,online,card,299817,RC-1616-4595-1498-8080,cmc_claim_store,null
25,03d5e404-227a-4a16-a066-cb29305214cf,1616459434307411,Civil Money Claims,online,card,299725,RC-1616-4594-3442-3457,cmc_claim_store,null
25,50554e49-d72a-4901-a814-8eebc18fba57,1616459482557255,Civil Money Claims,online,card,299781,RC-1616-4594-8261-4353,cmc_claim_store,null
25,0ca4a00d-66b1-47af-9086-4531dd0dc477,1616459436097838,Civil Money Claims,online,card,299727,RC-1616-4594-3613-5588,cmc_claim_store,null
25,3a7740b7-9245-4a33-a44c-0e82e310c95c,1616459438349500,Civil Money Claims,online,card,299731,RC-1616-4594-3847-5800,cmc_claim_store,null
25,7d777d0d-109d-4ff1-ac46-999f9894e375,1616459524220144,Civil Money Claims,online,card,299827,RC-1616-4595-2436-4512,cmc_claim_store,null
25,9b2bcb0c-689a-435b-938a-f31139df69eb,1616459459470557,Civil Money Claims,online,card,299753,RC-1616-4594-5953-5144,cmc_claim_store,null
25,7e67fa44-6859-4dee-a1db-1a52384a271a,1616459513191397,Civil Money Claims,online,card,299815,RC-1616-4595-1329-3870,cmc_claim_store,null
25,8cbb4f0b-0abb-4768-a720-2b162744978b,1616459517325967,Civil Money Claims,online,card,299819,RC-1616-4595-1741-0314,cmc_claim_store,null
25,cb426bf9-d23e-40be-a962-c129d2a73d7a,1616459523212480,Civil Money Claims,online,card,299826,RC-1616-4595-2347-8537,cmc_claim_store,null
25,ac16a392-0d25-453d-9b51-34c33206ff24,1616459489774432,Civil Money Claims,online,card,299788,RC-1616-4594-8987-6245,cmc_claim_store,null
25,c850f852-acce-4dd4-885a-871813b0f40c,1616459491933984,Civil Money Claims,online,card,299790,RC-1616-4594-9203-4717,cmc_claim_store,null
25,fb47f2e2-f940-40e3-9eb6-ac59b8f1009c,1616459505270670,Civil Money Claims,online,card,299805,RC-1616-4595-0531-2001,cmc_claim_store,null
25,dbc156de-c501-47f1-b5c9-8e5187e33394,1616459484362134,Civil Money Claims,online,card,299783,RC-1616-4594-8448-8871,cmc_claim_store,null
105,c156c78c-a18c-44e9-b018-72152f0eabc9,1623361147553086,Civil Money Claims,online,card,313523,RC-1623-3611-4766-7662,cmc_claim_store,null
25,d0543797-9762-4ae5-acb4-3e71f8b6d83b,1616459528533716,Civil Money Claims,online,card,299830,RC-1616-4595-2869-5093,cmc_claim_store,null
25,648df07b-2702-4eed-a6d1-511bececbcfa,1616459418311363,Civil Money Claims,online,card,299710,RC-1616-4594-1847-9335,cmc_claim_store,null
25,9e9cf52d-5c20-4468-9cf3-ffd527c27823,1616459420957112,Civil Money Claims,online,card,299713,RC-1616-4594-2098-6459,cmc_claim_store,null
25,d57d8c33-0e4c-4d8a-abf0-47cc22902f16,1616459444873279,Civil Money Claims,online,card,299737,RC-1616-4594-4493-4089,cmc_claim_store,null
25,2ebfaca3-781c-4fae-ba51-c5196a366d25,1616459460959390,Civil Money Claims,online,card,299755,RC-1616-4594-6108-7548,cmc_claim_store,null
25,55af4913-21e9-43df-bc70-9777d12a38fa,1616459483216158,Civil Money Claims,online,card,299782,RC-1616-4594-8344-3018,cmc_claim_store,null
25,b7ea7815-4c43-4dcd-bae1-7fa828c77a36,1616459575858370,Civil Money Claims,online,card,299885,RC-1616-4595-7600-6011,cmc_claim_store,null
25,b34270a6-0d9b-42e8-9b26-6e46f9e2f11d,1616459497933780,Civil Money Claims,online,card,299797,RC-1616-4594-9822-7463,cmc_claim_store,null
25,76d99255-36dc-4bb9-a795-d5b14e980633,1616459499027979,Civil Money Claims,online,card,299799,RC-1616-4594-9918-6213,cmc_claim_store,null
25,91a7e0ce-43d5-412d-9b0a-49cbe676e300,1616459587294945,Civil Money Claims,online,card,299897,RC-1616-4595-8742-9095,cmc_claim_store,null
25,7171ac7b-6d11-40f3-8fba-31734970ed0f,1616459519455564,Civil Money Claims,online,card,299820,RC-1616-4595-1956-7020,cmc_claim_store,null
25,7bc80e7d-57a8-4f35-a640-e56c2066e5d1,1616459528588942,Civil Money Claims,online,card,299831,RC-1616-4595-2888-5389,cmc_claim_store,null
25,cc88be01-ff50-4709-b834-890e1404d194,1616459536859707,Civil Money Claims,online,card,299841,RC-1616-4595-3695-5810,cmc_claim_store,null
25,5f8c9745-9397-4ced-866e-0597244fc3d0,1616459571253840,Civil Money Claims,online,card,299879,RC-1616-4595-7142-6602,cmc_claim_store,null
25,ba9566b5-e695-4969-9747-867bd424b540,1616459582775948,Civil Money Claims,online,card,299892,RC-1616-4595-8289-8047,cmc_claim_store,null
25,d7759c27-8001-4085-a839-c8e6608400e5,1616459545426985,Civil Money Claims,online,card,299849,RC-1616-4595-4553-2121,cmc_claim_store,null
25,0f285eb3-b382-4812-a60d-aa97895a648f,1616459546289655,Civil Money Claims,online,card,299852,RC-1616-4595-4633-4444,cmc_claim_store,null
25,57c7c4d5-85d0-406c-8b7e-4e66d7b0e538,1616459569166871,Civil Money Claims,online,card,299877,RC-1616-4595-6920-8913,cmc_claim_store,null
105,9348b236-7efd-410a-80c7-204dc647a994,1623361126103705,Civil Money Claims,online,card,313520,RC-1623-3611-2651-6369,cmc_claim_store,null
25,4bb85e94-9490-409c-b09f-810c289fa203,1616459424596981,Civil Money Claims,online,card,299715,RC-1616-4594-2469-5957,cmc_claim_store,null
25,e1b0a715-697a-4646-8d84-7898b8d303dd,1616631052344682,Civil Money Claims,online,card,302643,RC-1616-6310-5245-0281,cmc_claim_store,null
25,f6222d32-5fd1-4b24-82a2-001e0af3c7d1,1616630993803210,Civil Money Claims,online,card,302600,RC-1616-6309-9399-9760,cmc_claim_store,null
25,646a14ad-4bdd-443f-a01c-9266c37de1ea,1616630916474685,Civil Money Claims,online,card,302543,RC-1616-6309-1655-8701,cmc_claim_store,null
25,bc340f23-8c61-4b32-88e2-54597a3440bb,1616630921060313,Civil Money Claims,online,card,302546,RC-1616-6309-2112-4788,cmc_claim_store,null
25,eb684a7c-9c3b-4f32-8634-53f249aae804,1616630925445551,Civil Money Claims,online,card,302550,RC-1616-6309-2553-1350,cmc_claim_store,null
25,b69acc6d-d97d-4521-a9a8-bbf6353defaa,1616630932350711,Civil Money Claims,online,card,302554,RC-1616-6309-3245-0214,cmc_claim_store,null
25,56cca4fe-dee8-4ffa-93f3-793ac03e3254,1616631045510894,Civil Money Claims,online,card,302638,RC-1616-6310-4577-3377,cmc_claim_store,null
25,c62ac144-a4ed-48e6-9027-8dbfef67d0cd,1616630953362173,Civil Money Claims,online,card,302570,RC-1616-6309-5349-0628,cmc_claim_store,null
25,6e88f8d4-1f71-4145-833e-ed6870bdd410,1616631003427545,Civil Money Claims,online,card,302606,RC-1616-6310-0368-3691,cmc_claim_store,null
25,9d9b6d06-3d8b-4108-be82-1cd765259d72,1616631058572807,Civil Money Claims,online,card,302647,RC-1616-6310-5865-1635,cmc_claim_store,null
25,2534ee9b-0317-4513-aaf5-b6e279757f58,1616631019535158,Civil Money Claims,online,card,302618,RC-1616-6310-1965-3431,cmc_claim_store,null
25,c3f4d9aa-7545-4da0-8f5c-4e9c39ff0e40,1616631038954265,Civil Money Claims,online,card,302633,RC-1616-6310-3908-7347,cmc_claim_store,null
25,89143b03-8d02-476e-92c7-4155eddd4c2b,1616459591198082,Civil Money Claims,online,card,299900,RC-1616-4595-9123-5348,cmc_claim_store,null
25,6a15c6bc-c5d4-4b0f-ae9d-ac297a6793ab,1616459415847369,Civil Money Claims,online,card,299707,RC-1616-4594-1595-2763,cmc_claim_store,null
25,1953c8cb-5dee-4066-84f5-a9e82e19dda0,1616459429530738,Civil Money Claims,online,card,299721,RC-1616-4594-2962-1818,cmc_claim_store,null
25,179120f9-2ba4-4ebe-9643-cd8d4652b6c8,1616459431241324,Civil Money Claims,online,card,299723,RC-1616-4594-3130-4080,cmc_claim_store,null
25,2ec8a950-8a06-43d8-a8f4-e4a606e732c8,1616459502338082,Civil Money Claims,online,card,299803,RC-1616-4595-0258-7373,cmc_claim_store,null
25,07c9052c-d202-40d7-9227-0442c8ee0a49,1616459452597430,Civil Money Claims,online,card,299746,RC-1616-4594-5268-8841,cmc_claim_store,null
25,dbee16f4-5b7e-43cd-b619-13794fe5757a,1616459509760890,Civil Money Claims,online,card,299811,RC-1616-4595-0987-0392,cmc_claim_store,null
25,9ceca392-0c9c-42fc-868e-33e1356f85a9,1616459464284159,Civil Money Claims,online,card,299759,RC-1616-4594-6431-9310,cmc_claim_store,null
25,b8c0496d-81da-4b7d-bfd0-f1f41cb76cbe,1616459631988252,Civil Money Claims,online,card,299946,RC-1616-4596-3205-5853,cmc_claim_store,null
25,18776cbd-2759-479f-b00e-7c277db9993b,1616459493125068,Civil Money Claims,online,card,299793,RC-1616-4594-9329-9178,cmc_claim_store,null
25,6768dd5b-f3bb-4519-ad24-0935aba8d893,1616459529301774,Civil Money Claims,online,card,299832,RC-1616-4595-2959-9674,cmc_claim_store,null
25,be1045e8-c885-448f-8b9b-ac9db4d728fb,1616459617928892,Civil Money Claims,online,card,299931,RC-1616-4596-1801-7430,cmc_claim_store,null
25,ee917b81-ad4c-454d-8ae9-8c31a907d8b8,1616459531946459,Civil Money Claims,online,card,299835,RC-1616-4595-3200-5214,cmc_claim_store,null
25,93b2a524-2136-4857-a229-178afae06011,1616459582407484,Civil Money Claims,online,card,299891,RC-1616-4595-8252-0096,cmc_claim_store,null
25,1a7db61e-1241-4ab1-8e61-4c02ef1578c5,1616459562102329,Civil Money Claims,online,card,299867,RC-1616-4595-6240-8007,cmc_claim_store,null
25,18c615a2-ad89-494f-85fb-2fc35a181f69,1616459568754941,Civil Money Claims,online,card,299876,RC-1616-4595-6880-4019,cmc_claim_store,null
25,1ad9b38e-ec2a-4a3e-9d6f-a693e8078775,1616459584851101,Civil Money Claims,online,card,299894,RC-1616-4595-8494-6216,cmc_claim_store,null
25,1fe2dc25-86d0-494f-8052-f4fbfc609531,1616459623856913,Civil Money Claims,online,card,299937,RC-1616-4596-2395-0138,cmc_claim_store,null
25,ffd060a3-5490-4130-b3f9-5822a35c3bbf,1616459591197555,Civil Money Claims,online,card,299901,RC-1616-4595-9146-8303,cmc_claim_store,null
25,6f67c27f-8efc-45d3-b04f-6c616bceefdd,1616459636985097,Civil Money Claims,online,card,299951,RC-1616-4596-3716-3397,cmc_claim_store,null
25,0c2166a0-ddd7-421b-835b-96b75f6c436d,1616459605520222,Civil Money Claims,online,card,299917,RC-1616-4596-0559-5034,cmc_claim_store,null
105,19c74c51-cfcd-4c55-923d-de65d27d2f51,1623361137209814,Civil Money Claims,online,card,313522,RC-1623-3611-3739-5274,cmc_claim_store,null
25,b3c393a5-4262-4c9f-843f-c870b03f6776,1616459478445903,Civil Money Claims,online,card,299776,RC-1616-4594-7854-6452,cmc_claim_store,null
25,f6b10574-3f3a-478c-9fa9-e82459fef436,1616459464568114,Civil Money Claims,online,card,299760,RC-1616-4594-6460-2111,cmc_claim_store,null
25,e27ab1ac-e9d2-41c7-881c-9079bd3e0ec4,1616459502625207,Civil Money Claims,online,card,299804,RC-1616-4595-0277-6943,cmc_claim_store,null
25,c539597a-a0bb-436a-a3be-0e3ba86c312c,1616459433163146,Civil Money Claims,online,card,299724,RC-1616-4594-3374-7252,cmc_claim_store,null
25,8770ff70-3ddd-4654-aecb-224adb7656e6,1616459505984460,Civil Money Claims,online,card,299807,RC-1616-4595-0611-4497,cmc_claim_store,null
25,9dd12642-5e59-4eba-9b97-5f30a476ddd0,1616459511177851,Civil Money Claims,online,card,299813,RC-1616-4595-1141-1748,cmc_claim_store,null
25,b463a0cf-0cf5-4889-8c4f-e163ce0641bc,1616459476732575,Civil Money Claims,online,card,299774,RC-1616-4594-7684-8462,cmc_claim_store,null
25,3008abb3-b98b-489b-a85b-2b8d112f9189,1616459485254710,Civil Money Claims,online,card,299784,RC-1616-4594-8538-1687,cmc_claim_store,null
25,511a2d6d-d3e2-4015-8d79-b5a400350a48,1616459486662234,Civil Money Claims,online,card,299785,RC-1616-4594-8671-6733,cmc_claim_store,null
25,5068867d-9ff5-4861-89f1-14d55f8d0263,1616459453814693,Civil Money Claims,online,card,299748,RC-1616-4594-5397-2335,cmc_claim_store,null
25,df63ca39-85f2-4001-9baf-508919616fea,1616459456949090,Civil Money Claims,online,card,299752,RC-1616-4594-5725-0043,cmc_claim_store,null
25,7c92c625-54f3-4bf9-99fe-9f441d651cc6,1616459493861795,Civil Money Claims,online,card,299794,RC-1616-4594-9396-1934,cmc_claim_store,null
25,7bd1b616-4372-4a66-850a-0ff4f3dbfe84,1616459460236252,Civil Money Claims,online,card,299754,RC-1616-4594-6038-7899,cmc_claim_store,null
25,63535cf9-974b-453f-9cec-912610c1bd4e,1616459497123705,Civil Money Claims,online,card,299796,RC-1616-4594-9723-5319,cmc_claim_store,null
25,d74c8aba-1cf0-4eff-b775-69922156b402,1616459462953821,Civil Money Claims,online,card,299757,RC-1616-4594-6342-1885,cmc_claim_store,null
25,33824260-b319-48e4-aa35-f97d7f5bb15c,1616459500843448,Civil Money Claims,online,card,299801,RC-1616-4595-0098-3202,cmc_claim_store,null
25,864107b5-f0df-4bd9-a98e-c0719a6523a9,1616459467905768,Civil Money Claims,online,card,299765,RC-1616-4594-6817-0255,cmc_claim_store,null
25,d65ae60f-9ba1-4a53-8cf3-4b4f7b651b9a,1616459472699836,Civil Money Claims,online,card,299770,RC-1616-4594-7278-9785,cmc_claim_store,null
25,3c447b7d-b78b-45aa-8317-2e7c7ac3c8d9,1616459474084847,Civil Money Claims,online,card,299772,RC-1616-4594-7411-9270,cmc_claim_store,null
25,a35ff893-741e-44ec-866b-e57a464ac07c,1616459475558880,Civil Money Claims,online,card,299773,RC-1616-4594-7569-2275,cmc_claim_store,null
25,2ca51fd2-8a03-4088-97c5-f68491a62172,1616459488951692,Civil Money Claims,online,card,299787,RC-1616-4594-8908-4923,cmc_claim_store,null
25,4e237925-f1ca-4b6e-9138-e93d8ae85523,1616459450140613,Civil Money Claims,online,card,299744,RC-1616-4594-5024-2732,cmc_claim_store,null
25,ac8bc105-e398-4da0-be1e-61d48fce1e56,1616459473373985,Civil Money Claims,online,card,299771,RC-1616-4594-7343-6188,cmc_claim_store,null
25,4474076c-130b-46ed-9f09-b5716f1e6dd0,1616459579956451,Civil Money Claims,online,card,299888,RC-1616-4595-8005-2621,cmc_claim_store,null
25,b1229fb9-0111-4b8e-bc87-0ac111b88dfb,1616459492229291,Civil Money Claims,online,card,299792,RC-1616-4594-9230-4920,cmc_claim_store,null
25,2415856a-5db7-4b48-b4fd-e0c9952efb72,1616459444991204,Civil Money Claims,online,card,299738,RC-1616-4594-4509-0667,cmc_claim_store,null
25,17b77209-04bb-462f-a4f1-12a49b0e61de,1616459447380405,Civil Money Claims,online,card,299741,RC-1616-4594-4759-4385,cmc_claim_store,null
25,a77df603-99a0-424b-a448-815d501b5f3f,1616459451428447,Civil Money Claims,online,card,299745,RC-1616-4594-5175-5450,cmc_claim_store,null
25,806f7492-f438-441a-8fb1-eedb496cd851,1616459456080193,Civil Money Claims,online,card,299751,RC-1616-4594-5623-9831,cmc_claim_store,null
25,8001fa45-1dc5-43e0-ac56-f6acd0ee9b27,1616459566128817,Civil Money Claims,online,card,299872,RC-1616-4595-6620-1333,cmc_claim_store,null
