amount,case_reference,ccd_case_number,service_type,payment_channel,payment_method,payment_link_id,reference,s2s_service_name,fee_amount
25,c1e826c4-5fc8-487a-af1a-6a4dfe89d41c,1616447344154403,Civil Money Claims,online,card,289810,RC-1616-4473-4428-0265,cmc_claim_store,null
25,7d53e3b0-57f6-47b2-bc34-df768a6b5a62,1616447346434894,Civil Money Claims,online,card,289812,RC-1616-4473-4644-0859,cmc_claim_store,null
25,b6410acd-763a-49b3-9e86-e186858e0c5b,1616447348370658,Civil Money Claims,online,card,289815,RC-1616-4473-4849-8996,cmc_claim_store,null
25,de545a1d-7455-44b2-8adb-48fa913298cc,1616447369651879,Civil Money Claims,online,card,289838,RC-1616-4473-6976-6958,cmc_claim_store,null
25,265a6af3-4146-4a0b-bd7c-ac092af91ff7,1616447445876722,Civil Money Claims,online,card,289922,RC-1616-4474-4609-9662,cmc_claim_store,null
25,6f579bd5-0ca5-4e7f-bad2-641fb70e2ec6,1616447394083171,Civil Money Claims,online,card,289865,RC-1616-4473-9416-3080,cmc_claim_store,null
25,5c25f50c-fa46-4803-b75a-d2cebc99efe7,1616447440963020,Civil Money Claims,online,card,289917,RC-1616-4474-4107-5048,cmc_claim_store,null
25,20a8972c-ffc6-4d2a-9845-acaf1a2081a0,1616447404462050,Civil Money Claims,online,card,289875,RC-1616-4474-0456-1364,cmc_claim_store,null
25,1f47344b-8644-4ff7-8122-c0977c6adbaf,1616447443939233,Civil Money Claims,online,card,289919,RC-1616-4474-4413-1160,cmc_claim_store,null
25,91da12d5-5318-4ce3-8ef8-c667d43e8c41,1616447452217554,Civil Money Claims,online,card,289929,RC-1616-4474-5232-3691,cmc_claim_store,null
25,f8d510ed-bea6-45f3-b517-f2ddde1c2268,1616447414684123,Civil Money Claims,online,card,289888,RC-1616-4474-1471-4250,cmc_claim_store,null
25,be71d371-4624-470f-b855-7feaac3509f1,1616447458441257,Civil Money Claims,online,card,289936,RC-1616-4474-5856-2946,cmc_claim_store,null
25,5b888f92-61be-4e17-b575-5c9358e0a17e,1616447426479207,Civil Money Claims,online,card,289901,RC-1616-4474-2653-9224,cmc_claim_store,null
25,7a26ce4d-4267-40f1-9b98-ff9f5cf25738,1616447435764367,Civil Money Claims,online,card,289911,RC-1616-4474-3583-1984,cmc_claim_store,null
185,edccb1d5-a8bf-487d-8962-2b6615ec6ce0,1623396903650882,Civil Money Claims,online,card,313616,RC-1623-3969-0373-9909,cmc_claim_store,null
25,a3764af7-39f8-4901-a1ac-72b01baa75fb,1616447363347870,Civil Money Claims,online,card,289831,RC-1616-4473-6346-2257,cmc_claim_store,null
25,d65cb511-a899-4fc2-a301-2b9f60fbf044,1616447372956786,Civil Money Claims,online,card,289841,RC-1616-4473-7305-9101,cmc_claim_store,null
25,ac21074d-8ea2-4177-ba6d-62f3b3be271c,1616447330750784,Civil Money Claims,online,card,289795,RC-1616-4473-3089-6058,cmc_claim_store,null
25,02774892-311c-49c6-9855-2bd06e239542,1616447392981723,Civil Money Claims,online,card,289864,RC-1616-4473-9349-2563,cmc_claim_store,null
25,9da37644-5a8d-434a-82af-010236ad9225,1616447332597522,Civil Money Claims,online,card,289797,RC-1616-4473-3267-4149,cmc_claim_store,null
25,4579cd2b-e624-4dce-b321-e51fc48095b7,1616447347502806,Civil Money Claims,online,card,289814,RC-1616-4473-4767-7228,cmc_claim_store,null
25,e3b7f4f0-e950-467d-b02b-1b66b68d3257,1616447404382134,Civil Money Claims,online,card,289876,RC-1616-4474-0468-1436,cmc_claim_store,null
25,10500d1c-63d9-4323-8633-3b63f0b746f4,1616447350185168,Civil Money Claims,online,card,289817,RC-1616-4473-5041-0434,cmc_claim_store,null
25,57e66642-96ff-44e9-afbf-993af9ddf82f,1616447409185789,Civil Money Claims,online,card,289882,RC-1616-4474-0925-8651,cmc_claim_store,null
25,2e671314-6f19-4775-895d-e400e255435d,1616447511865807,Civil Money Claims,online,card,289994,RC-1616-4475-1193-8943,cmc_claim_store,null
25,2c0d109d-13dd-4b47-878c-ce6d53eb2771,1616447378045667,Civil Money Claims,online,card,289847,RC-1616-4473-7810-6808,cmc_claim_store,null
25,ca82e2cc-c456-41b2-85c9-1ccd6cc72a76,1616447380730207,Civil Money Claims,online,card,289851,RC-1616-4473-8080-5736,cmc_claim_store,null
25,105f7cb7-767b-4c2f-b8ba-7815f257cbab,1616447382786413,Civil Money Claims,online,card,289853,RC-1616-4473-8282-9502,cmc_claim_store,null
25,2800723f-55e4-4ace-a784-ea5ec1cbaa88,1616447446550953,Civil Money Claims,online,card,289923,RC-1616-4474-4671-5846,cmc_claim_store,null
25,17fe8adc-0606-4355-a053-291695540596,1616447387809038,Civil Money Claims,online,card,289858,RC-1616-4473-8790-6628,cmc_claim_store,null
25,513d1df3-f936-463f-861b-af71bd2e770d,1616447493183930,Civil Money Claims,online,card,289974,RC-1616-4474-9322-6051,cmc_claim_store,null
25,2bbd8dc6-4622-4c4b-ae2a-a41acbe4051e,1616447419300832,Civil Money Claims,online,card,289893,RC-1616-4474-1945-6204,cmc_claim_store,null
25,fa671c93-7a71-414c-917f-6f48bbf4ceaa,1616447428826645,Civil Money Claims,online,card,289903,RC-1616-4474-2898-8031,cmc_claim_store,null
25,a0b72cd0-58da-4526-afbc-e605371be379,1616447487483957,Civil Money Claims,online,card,289968,RC-1616-4474-8755-1662,cmc_claim_store,null
25,1a1fdea4-bddc-4393-bccf-acac56072238,1616447506723367,Civil Money Claims,online,card,289990,RC-1616-4475-0688-6131,cmc_claim_store,null
25,fd5ff2e8-0fee-45a4-9b81-ee0e35d53b7f,1616447465833652,Civil Money Claims,online,card,289943,RC-1616-4474-6596-0471,cmc_claim_store,null
25,cea339ee-baea-4828-97eb-4e4dcec47f31,1616447466842603,Civil Money Claims,online,card,289945,RC-1616-4474-6698-1195,cmc_claim_store,null
25,951767d1-9857-47e5-8649-8dcc22487e64,1616447515860374,Civil Money Claims,online,card,290000,RC-1616-4475-1603-7055,cmc_claim_store,null
25,5dc1810c-f482-4de1-ba5a-e5726a1f9da4,1616447486353763,Civil Money Claims,online,card,289966,RC-1616-4474-8653-3000,cmc_claim_store,null
25,cdcafc3b-6482-4e4e-a4d0-75d943009ab4,1616447497270741,Civil Money Claims,online,card,289978,RC-1616-4474-9731-3616,cmc_claim_store,null
25,b2969105-c17b-47d1-9443-500a420a48b7,1616447446724913,Civil Money Claims,online,card,289924,RC-1616-4474-4687-7760,cmc_claim_store,null
25,370efbb1-195d-46b4-b0dd-b5dcac8502c8,1616447370937614,Civil Money Claims,online,card,289839,RC-1616-4473-7109-5099,cmc_claim_store,null
25,17990f21-0849-4990-a5e5-059e01efc32f,1616447374419692,Civil Money Claims,online,card,289843,RC-1616-4473-7454-7799,cmc_claim_store,null
25,badef700-84b7-4aca-a93f-7f7416350611,1616447383500664,Civil Money Claims,online,card,289854,RC-1616-4473-8366-8321,cmc_claim_store,null
25,26da83b5-7a82-405a-a11e-88a925dda6d2,1616447422950680,Civil Money Claims,online,card,289897,RC-1616-4474-2304-8310,cmc_claim_store,null
25,3758c406-39a6-4919-99b1-eb7e5b1c0fd3,1616447425990584,Civil Money Claims,online,card,289900,RC-1616-4474-2606-6053,cmc_claim_store,null
25,553c200e-36b0-49f9-be2e-a6a7cd6b33c0,1616447481312715,Civil Money Claims,online,card,289960,RC-1616-4474-8156-1923,cmc_claim_store,null
25,2110f302-784c-4b69-b3b9-dfe90d626bec,1616447442910748,Civil Money Claims,online,card,289918,RC-1616-4474-4316-0772,cmc_claim_store,null
25,2e4b3d6c-deb0-45ca-b82d-8f880dae34c2,1616447396507417,Civil Money Claims,online,card,289867,RC-1616-4473-9661-3801,cmc_claim_store,null
25,12afdd7a-a7c3-4422-a1f6-165d2d1d0d90,1616447445018044,Civil Money Claims,online,card,289921,RC-1616-4474-4517-9697,cmc_claim_store,null
25,d5278a49-13e4-4e77-afaa-d0158b8083c5,1616447482587158,Civil Money Claims,online,card,289963,RC-1616-4474-8269-9326,cmc_claim_store,null
25,466e6064-acd7-4881-97f5-30b2e3d8ecaa,1616447484665663,Civil Money Claims,online,card,289965,RC-1616-4474-8477-2980,cmc_claim_store,null
25,9091dbd9-8e42-48b5-b17b-c6d50cbf3021,1616447415415972,Civil Money Claims,online,card,289889,RC-1616-4474-1557-7706,cmc_claim_store,null
25,de9c3956-4257-4be0-ba88-16c3f3375b20,1616447487898006,Civil Money Claims,online,card,289969,RC-1616-4474-8790-4036,cmc_claim_store,null
25,dfb45db1-f096-4efe-ac58-1bdbac2f91c3,1616447420991520,Civil Money Claims,online,card,289895,RC-1616-4474-2101-4124,cmc_claim_store,null
25,0c1d4dc9-d5e5-42c2-b9be-ccaddc018b5c,1616447496510162,Civil Money Claims,online,card,289977,RC-1616-4474-9666-1775,cmc_claim_store,null
25,6e27200a-a108-4150-9f45-6920e3e3462a,1616447427240715,Civil Money Claims,online,card,289902,RC-1616-4474-2735-0183,cmc_claim_store,null
25,314fbcc4-988a-47b3-bd6f-942c3d36fee6,1616447434495344,Civil Money Claims,online,card,289907,RC-1616-4474-3456-2952,cmc_claim_store,null
25,b9c28473-135b-42d7-aaf1-954326024152,1616447435420119,Civil Money Claims,online,card,289909,RC-1616-4474-3552-1460,cmc_claim_store,null
25,06b37cb6-bc3d-4f46-81d7-388fcb865194,1616447502891820,Civil Money Claims,online,card,289986,RC-1616-4475-0293-7979,cmc_claim_store,null
25,e590bc2a-04ef-4900-a157-873c238b1894,1616447451467739,Civil Money Claims,online,card,289928,RC-1616-4474-5158-7312,cmc_claim_store,null
25,9560ad7e-62fe-4e12-aeca-110d6d473a1b,1616447453147115,Civil Money Claims,online,card,289931,RC-1616-4474-5321-0640,cmc_claim_store,null
25,816d6100-0c06-460b-8337-d152d04371a5,1616447457789458,Civil Money Claims,online,card,289935,RC-1616-4474-5796-8490,cmc_claim_store,null
25,2b306b74-853c-44c9-b87c-3f553d3816cf,1616447416181276,Civil Money Claims,online,card,289890,RC-1616-4474-1628-9616,cmc_claim_store,null
25,70255631-f6e0-4d60-a56d-772364a952d3,1616447466790166,Civil Money Claims,online,card,289944,RC-1616-4474-6681-3471,cmc_claim_store,null
25,cf1ec027-630b-4a60-a699-0690b221aef8,1616447374793773,Civil Money Claims,online,card,289844,RC-1616-4473-7508-3976,cmc_claim_store,null
25,117f45ba-a307-4665-acd3-476022bcff1d,1616447376863897,Civil Money Claims,online,card,289846,RC-1616-4473-7707-5087,cmc_claim_store,null
25,9022a63c-76a8-44d4-8314-d712f42a6cf7,1616447385382020,Civil Money Claims,online,card,289856,RC-1616-4473-8569-5058,cmc_claim_store,null
25,cacfc4f8-ba2a-481c-96c2-d8b9e588fa20,1616447493268855,Civil Money Claims,online,card,289975,RC-1616-4474-9368-2006,cmc_claim_store,null
25,8e24c290-d9e8-454c-996d-5601a69fb42a,1616447450057648,Civil Money Claims,online,card,289926,RC-1616-4474-5016-2562,cmc_claim_store,null
25,15460ba0-b500-4056-a22c-50e021f98f61,1616447406361862,Civil Money Claims,online,card,289878,RC-1616-4474-0656-8086,cmc_claim_store,null
25,eb846d2a-7ae8-43af-8887-f9d6f4e379df,1616447409830509,Civil Money Claims,online,card,289884,RC-1616-4474-1046-3027,cmc_claim_store,null
25,3af97a4d-743e-452e-bf9d-57bdb85672c2,1616447411398206,Civil Money Claims,online,card,289885,RC-1616-4474-1163-7132,cmc_claim_store,null
25,b18c0e44-e8f8-436c-b5ec-9f3f99b92464,1616447481489109,Civil Money Claims,online,card,289961,RC-1616-4474-8166-2721,cmc_claim_store,null
25,bb8ce503-f560-4cb3-acc5-eb795332ff2b,1616447431279550,Civil Money Claims,online,card,289905,RC-1616-4474-3140-8100,cmc_claim_store,null
25,81e9296c-c346-445f-a5fb-658749293756,1616447435211526,Civil Money Claims,online,card,289908,RC-1616-4474-3549-5525,cmc_claim_store,null
25,2dcb2e3d-8bb0-4619-ba5d-10ae75230e69,1616447452421255,Civil Money Claims,online,card,289930,RC-1616-4474-5259-1297,cmc_claim_store,null
25,d3dd6a20-8fee-448d-9acb-eba8871f036c,1616447454555225,Civil Money Claims,online,card,289932,RC-1616-4474-5463-2933,cmc_claim_store,null
25,77ac98e7-f56b-4482-8b51-dbe51f4c793a,1616447499516836,Civil Money Claims,online,card,289982,RC-1616-4474-9963-8234,cmc_claim_store,null
25,6a9582d2-cfe7-4f2c-adba-db39623551ae,1616447462723344,Civil Money Claims,online,card,289942,RC-1616-4474-6288-4815,cmc_claim_store,null
25,77b328ab-c8df-4d51-9332-fa1bd34485fe,1616447468237893,Civil Money Claims,online,card,289947,RC-1616-4474-6832-9336,cmc_claim_store,null
25,483df8b3-b610-4fd6-9cc1-3fbd77a751b0,1616447533985856,Civil Money Claims,online,card,290019,RC-1616-4475-3406-9650,cmc_claim_store,null
25,6af9c140-11e5-429e-a731-ef4962f5cf40,1616447500661316,Civil Money Claims,online,card,289984,RC-1616-4475-0095-2053,cmc_claim_store,null
25,2a483ba1-befe-4ebe-a241-1e3142266f25,1616447543306168,Civil Money Claims,online,card,290029,RC-1616-4475-4342-3716,cmc_claim_store,null
25,74adf3f6-3049-4a05-a1ac-c765f0b3e500,1616447544397810,Civil Money Claims,online,card,290031,RC-1616-4475-4459-2030,cmc_claim_store,null
25,8569b336-6aa3-4319-825a-d3a35956b07a,1616447545513852,Civil Money Claims,online,card,290033,RC-1616-4475-4567-0645,cmc_claim_store,null
25,e7f77a01-565b-4f7e-84c3-d83b0d8d20fd,1616447514372249,Civil Money Claims,online,card,289998,RC-1616-4475-1463-7948,cmc_claim_store,null
25,3233a8f4-5433-4777-83d2-2cf5ad5f9d65,1616447528740985,Civil Money Claims,online,card,290014,RC-1616-4475-2885-3846,cmc_claim_store,null
25,6f887262-0b7d-46a7-94b8-c34b028a4e2c,1616447504735157,Civil Money Claims,online,card,289987,RC-1616-4475-0482-1825,cmc_claim_store,null
25,8c82699a-bf78-4539-ba4d-77929a38ba3f,1616447399437067,Civil Money Claims,online,card,289870,RC-1616-4473-9953-4103,cmc_claim_store,null
25,067f9d17-c6ce-48cc-ac5d-df5f968f5f9f,1616447459775067,Civil Money Claims,online,card,289937,RC-1616-4474-5977-2916,cmc_claim_store,null
25,9efa164e-ba50-4a2c-87c8-2ac1d1f170e4,1616447419464919,Civil Money Claims,online,card,289894,RC-1616-4474-1978-4662,cmc_claim_store,null
25,816431fb-86e8-4baa-9703-328d79edd295,1616447432085816,Civil Money Claims,online,card,289906,RC-1616-4474-3212-5547,cmc_claim_store,null
25,38bfd2f2-0144-49b1-a5b4-b902ba4e9449,1616447384457831,Civil Money Claims,online,card,289855,RC-1616-4473-8457-6283,cmc_claim_store,null
25,4397bf70-7930-4984-b1db-bf1e3c93fa6a,1616447385804676,Civil Money Claims,online,card,289857,RC-1616-4473-8593-5298,cmc_claim_store,null
25,a92dc8e7-5ef2-4ecb-bee2-c7602c3ddc78,1616447438412386,Civil Money Claims,online,card,289914,RC-1616-4474-3851-2995,cmc_claim_store,null
25,ade6452f-508a-48ea-9718-697cf24fb2e8,1616447390836010,Civil Money Claims,online,card,289862,RC-1616-4473-9108-9189,cmc_claim_store,null
25,a9bb346f-b6fb-47df-a744-5265ab1bb204,1616447394001181,Civil Money Claims,online,card,289866,RC-1616-4473-9429-1030,cmc_claim_store,null
25,8ed36831-76fe-4379-ab3e-59001f2e13c4,1616447397739647,Civil Money Claims,online,card,289868,RC-1616-4473-9782-3409,cmc_claim_store,null
25,7932651f-2f47-4830-9318-d30609cd88cb,1616447444020785,Civil Money Claims,online,card,289920,RC-1616-4474-4437-9124,cmc_claim_store,null
25,816cd018-4957-482b-ac2a-5dbe7308c636,1616447400324817,Civil Money Claims,online,card,289872,RC-1616-4474-0047-8050,cmc_claim_store,null
25,52363a1a-0575-4d8d-8782-bffab84b88f9,1616447448819323,Civil Money Claims,online,card,289925,RC-1616-4474-4899-6147,cmc_claim_store,null
25,3a65db4c-c43d-4e46-a834-97acb57ed597,1616447462265452,Civil Money Claims,online,card,289941,RC-1616-4474-6255-3055,cmc_claim_store,null
25,399c84b9-319e-4f8e-bd83-37adc4859ea3,1616447413254068,Civil Money Claims,online,card,289887,RC-1616-4474-1358-4589,cmc_claim_store,null
25,4175ffcc-a97c-4bba-a485-1fa801cfd53f,1616447425120760,Civil Money Claims,online,card,289899,RC-1616-4474-2529-9929,cmc_claim_store,null
25,84005d1c-0395-4290-bca5-75167a0b7ab8,1616447471538451,Civil Money Claims,online,card,289951,RC-1616-4474-7169-1318,cmc_claim_store,null
25,f29a8367-695e-43e1-aa1a-f984da7e77b0,1616447429634980,Civil Money Claims,online,card,289904,RC-1616-4474-2971-4378,cmc_claim_store,null
25,20cd48e6-ac90-455c-bbc7-c708655b8f7f,1616447482504534,Civil Money Claims,online,card,289962,RC-1616-4474-8263-9413,cmc_claim_store,null
25,eb4396e7-d2c0-45b3-b037-be0c99503f26,1616447440221460,Civil Money Claims,online,card,289916,RC-1616-4474-4031-7326,cmc_claim_store,null
25,b4c49126-4a1d-4f14-af53-b4912a98cbc9,1616447499435656,Civil Money Claims,online,card,289981,RC-1616-4474-9951-4153,cmc_claim_store,null
25,a0c98243-5305-4b4f-b55a-733f296ab384,1616447471771714,Civil Money Claims,online,card,289952,RC-1616-4474-7185-3371,cmc_claim_store,null
25,e39f9289-6992-469e-81a0-1ef2dc6fd3c0,1616447438758374,Civil Money Claims,online,card,289915,RC-1616-4474-3883-3599,cmc_claim_store,null
25,8785fd73-d4f7-44db-970e-c6de9d869baf,1616447390878087,Civil Money Claims,online,card,289861,RC-1616-4473-9096-2121,cmc_claim_store,null
25,85534884-e736-4f87-80f2-72656416980e,1616447404391663,Civil Money Claims,online,card,289874,RC-1616-4474-0442-5180,cmc_claim_store,null
25,a0871811-f507-4f8f-9960-d8ee19f84e75,1616447461238138,Civil Money Claims,online,card,289938,RC-1616-4474-6148-6984,cmc_claim_store,null
25,29c842a5-fb34-4a3e-9331-a2eace917342,1616447408293162,Civil Money Claims,online,card,289881,RC-1616-4474-0835-6217,cmc_claim_store,null
25,8466796b-e48f-4bce-b986-f44aeaf5e71e,1616447410168949,Civil Money Claims,online,card,289883,RC-1616-4474-1025-4475,cmc_claim_store,null
25,04842505-bf99-456d-92a1-8518b4a7df70,1616447418407380,Civil Money Claims,online,card,289891,RC-1616-4474-1851-0795,cmc_claim_store,null
25,bd92afc0-ae7d-47ae-97c0-b1f2c61ae20d,1616447553675312,Civil Money Claims,online,card,290041,RC-1616-4475-5367-9611,cmc_claim_store,null
25,a8b18043-9bf0-4cc8-b7b4-cde4e064d98d,1616447489230232,Civil Money Claims,online,card,289971,RC-1616-4474-8932-6428,cmc_claim_store,null
25,ef4e4384-7f7f-4210-828e-9eb646e003b7,1616447436671405,Civil Money Claims,online,card,289912,RC-1616-4474-3677-8200,cmc_claim_store,null
25,87786d15-636d-4875-aaaf-bfed2c88887d,1616447462142693,Civil Money Claims,online,card,289939,RC-1616-4474-6228-7571,cmc_claim_store,null
25,509550df-cb20-4c07-bb27-991b7a2dc421,1616447470304673,Civil Money Claims,online,card,289949,RC-1616-4474-7046-5581,cmc_claim_store,null
25,c1d24df8-683f-401c-a1dd-c7214c19a8cb,1616447516146302,Civil Money Claims,online,card,290001,RC-1616-4475-1620-2139,cmc_claim_store,null
25,37e67a67-95c2-404a-9d4b-4cea7df71a51,1616447528788281,Civil Money Claims,online,card,290013,RC-1616-4475-2895-3372,cmc_claim_store,null
25,9910c158-7c07-4357-84a9-d061c46cf5cc,1616447532428411,Civil Money Claims,online,card,290017,RC-1616-4475-3257-7795,cmc_claim_store,null
25,480d999c-4cc5-4002-a746-c824660c34e0,1616447540489140,Civil Money Claims,online,card,290027,RC-1616-4475-4057-9395,cmc_claim_store,null
25,6e6d92dc-ae34-45d8-bdf7-f02605604010,1616447505595881,Civil Money Claims,online,card,289988,RC-1616-4475-0586-2562,cmc_claim_store,null
25,d3de1058-ac6e-4c39-979a-40084a293696,1616447508358097,Civil Money Claims,online,card,289992,RC-1616-4475-0841-3199,cmc_claim_store,null
25,dacf1417-8ee3-4315-9e13-dcb465c70611,1616447545348978,Civil Money Claims,online,card,290032,RC-1616-4475-4544-7176,cmc_claim_store,null
25,1f40d1f2-3c1d-462d-bec7-9fc8dfb64c8d,1616447510391383,Civil Money Claims,online,card,289993,RC-1616-4475-1075-4697,cmc_claim_store,null
25,a3516eed-6c30-49c6-a501-3e3b06d2e0c5,1616447519243254,Civil Money Claims,online,card,290004,RC-1616-4475-1932-7461,cmc_claim_store,null
25,4a88f300-5115-4eeb-9953-2c4db2ca8f8d,1616447564177837,Civil Money Claims,online,card,290054,RC-1616-4475-6422-7269,cmc_claim_store,null
25,c3a005cb-acf8-4b76-ad71-b7b2bbe1e89d,1616447525718661,Civil Money Claims,online,card,290010,RC-1616-4475-2581-6044,cmc_claim_store,null
25,d42aa592-e8ec-4d85-98eb-2b2b3c21755c,1616447534703654,Civil Money Claims,online,card,290020,RC-1616-4475-3514-3926,cmc_claim_store,null
25,da27cc8f-d2af-47cb-9c7b-e268ea3ef0d4,1616447552212455,Civil Money Claims,online,card,290039,RC-1616-4475-5248-4427,cmc_claim_store,null
185,bc785627-e565-47c6-9910-0d3cba363647,1623396930525602,Civil Money Claims,online,card,313621,RC-1623-3969-3060-6295,cmc_claim_store,null
25,16b21476-8371-4982-b32e-49d3e6951583,1616447474798425,Civil Money Claims,online,card,289954,RC-1616-4474-7522-6160,cmc_claim_store,null
25,06bdf4f8-d6c5-4437-927f-2af0d8ad9e80,1616447406504057,Civil Money Claims,online,card,289879,RC-1616-4474-0668-9213,cmc_claim_store,null
25,d133c10a-8e42-41c5-aeb1-f2e15fa75be3,1616447423706750,Civil Money Claims,online,card,289898,RC-1616-4474-2384-6010,cmc_claim_store,null
25,cb8c57d0-9da0-489c-b3dc-809861b1888e,1616447435593790,Civil Money Claims,online,card,289910,RC-1616-4474-3589-0410,cmc_claim_store,null
25,34493bf6-8072-4d99-b93b-f5e0fc0b8d6f,1616447580385398,Civil Money Claims,online,card,290071,RC-1616-4475-8046-7154,cmc_claim_store,null
25,37e5b837-64ac-468c-84f7-7c8be31c537f,1616447502232470,Civil Money Claims,online,card,289985,RC-1616-4475-0235-0793,cmc_claim_store,null
25,fd072e9e-2965-4f21-9595-78f219c97c5c,1616447451022203,Civil Money Claims,online,card,289927,RC-1616-4474-5146-4116,cmc_claim_store,null
25,043dd3ba-f8dc-4dee-9c2e-c3d9e1e3cae4,1616447506051017,Civil Money Claims,online,card,289989,RC-1616-4475-0615-6683,cmc_claim_store,null
25,5a7b87bf-cd8b-441f-873e-f99f5bfbab4d,1616447470774198,Civil Money Claims,online,card,289950,RC-1616-4474-7081-1628,cmc_claim_store,null
